# Gene Family	RAG_100	RAG_101	RAG_102	RAG_103	RAG_104	RAG_105	RAG_106	RAG_107	RAG_108
K06610	0	0.282	0	0	0	0	0	0	0
K06714	0	0	0	0	0	1.458	1.155	0	0
K06718	0	0	0	0	0	0	0	0	0
K06726	1.233	0	0	0	0.985	1.246	0	1.77	0
K06857	0	0	0	0	0	0	0	0	0
K06858	1.307	0	0	0	0	0	0	0.353	0
K06859	0	0	1.717	0	1.151	0.636	0	0.654	0
K06861	8.577	4.828	1.505	0.366	2.023	9.162	4.24	2.176	8.792
K06862	0	0	0	0	0	0	0	0	0
K06863	0.235	0	0	0	0	0.651	0.68	0	1.759
K06864	0	0.915	2.405	1.023	0	1.591	3.03	0.444	0
K06865	0	0	0	0	0	0	0	0	0
K06866	2.622	0	0	0	0	0	0	0.67	0
K06867	1.442	0	0.16	0	0	0.601	0	0.868	0
K06871	19.759	0.895	32.761	47.103	43.807	31.72	9.642	63.686	1.657
K06872	2.558	3.288	24.049	57.815	36.532	9.523	16.618	25.487	0.988
K06874	0	0	0	0	0	0	0	0	0
K06875	0.295	0	0	0	0	1.665	1.492	0	0.993
K06877	0	0	0	0.33	0	0.283	0	0	0
K06878	9.307	3.928	0.553	0	0	0	1.894	0	0
K06879	1.582	0.417	0	0.225	0.414	0.51	0	0.08	0
K06880	0	0	0	0.363	0	0	0	0.142	0
K06881	0.389	6.326	2.875	1.647	5.585	11.04	8.556	42.689	1.131
K06883	0	0	0	0	0	0.727	5.56	0	0
K06884	0.8	0	0	0	0	0	0	0.584	0
K06885	0	0.566	0	0	0	0	0	0	0
K06886	0	0	0	0	0	0	0	0	0
K06887	1.14	0	0	0.241	0	0	0	0	0
K06888	0	0	0	0	0	0	0	0	0
K06889	8.981	0.55	8.835	6.205	79.584	24.911	11.694	32.228	1.554
K06890	4.411	1.873	0	0	0.264	2.012	4.448	1.266	0
K06891	6.028	0	0	0.864	0	0.998	0.71	0.258	0
K06893	1.547	0.89	0.517	1.347	0	3.538	4.699	0.189	0
K06894	4.463	0	0	0	7.309	5.593	0.975	0.799	0
K06895	5.107	0	0	0.421	0	0	0.822	0	0
K06896	0.313	0.655	3.227	0.526	0	0	0.543	0	0
K06897	0	0	4.72	0	2.446	2.591	0	3.117	0
K06898	1.152	1.185	2.29	0	0	2.61	0	0.31	3.605
K06899	0.479	0	0	0	0	0	0	0	0
K06901	9.427	16.116	12.753	1.133	1.296	5.35	8.749	4.877	0.414
K06902	0.948	1.866	0.863	0	1.101	2.302	4.383	0.491	0.328
K06903	0	0	0	0	0	0	0	6.415	0
K06904	0.334	0	0	0	0	10.949	0	0	0
K06905	0	0	0	0	0	0	0	0	0.346
K06907	0	0	0	0	9.571	2.278	0	6.516	0
K06908	0	1.467	1.266	0	0	0	0	6.646	0.711
K06909	0	0.614	0	12.684	0	0	0	0.605	0.309
K06910	7.502	1.226	0	0	0.468	2.884	6.732	2.805	0
K06911	5.604	0	0	0	3.858	0.771	1.284	4.682	0
K06913	0	0	0	0	0	0	0	0	0
K06914	0	0	0	0	0	0	0	0	0
K06915	0	0	0	0.336	0	2.127	0	0	0
K06916	6.219	0	0	0.507	0	0.157	0	0.284	0
K06917	0.704	0	0	0	0.376	0.297	0	0.361	0.791
K06918	0	0	0	0	0	0	0	0	0
K06919	24.664	11.665	34.158	30.445	4.143	43.164	33.149	7.337	18.567
K06920	5.453	18.36	40.433	57.79	50.623	15.573	27.499	51.179	2.321
K06921	0.944	1.876	1.458	2.224	13.537	8.113	12.253	11.788	0.471
K06923	1.019	8.207	13.144	1.6	1.078	9.997	10.426	1.277	1.115
K06925	9.53	4.688	5.192	0.396	2.746	4.815	12.816	3.241	0.526
K06926	0.659	1.409	10.824	0.43	0	3.044	2.09	2.164	0
K06927	0	0	0	0	0	0	0	0	0
K06928	0	0	0.878	0	0.321	0	0	0	0
K06929	2.918	0	0	0.762	0	0.21	0	0.189	0
K06932	0	0	0	0	0	0	0	0	0
K06934	0	0.949	3.547	2.961	0.349	0.737	11.268	0	0.382
K06936	0	0	0	0	0	0	0	0	0
K06937	0	0	0	0.284	0	0	0	0	0
K06938	5.116	0.368	0	0	0.326	0.258	0	1.396	0
K06940	17.995	4.718	0.485	1.098	1.028	10.233	1.689	2.363	0.591
K06941	3.459	14.102	25.534	53.349	42.712	24.731	18.844	35.373	2.336
K06942	0.971	5.661	14.972	55.818	37.681	8.237	7.9	45.325	1.456
K06943	0	0	0	0	0	0	0	0	0
K06944	0	0	0	0	0	0.296	0.495	0	0.337
K06946	0	0	0	0	0	0	0	0	0
K06948	0	0	0	0	0	0	0	0.287	0
K06949	7.844	10.94	31.475	62.87	58.558	22.578	17.093	51.718	2.173
K06950	2.299	12.138	17.392	5.893	42.41	10.441	10.216	18.078	0.787
K06952	4.977	0.833	3.363	0.524	0	2.211	5.809	0.589	0.769
K06953	0	0	0	0	0	0	0	0	0
K06956	2.23	0	0.269	0	0.283	0.292	0.434	0.709	0.559
K06957	2.327	0	0	0	0	0	0.356	0	0
K06958	1.728	13.577	19.684	0.965	2.175	8.139	11.042	7.309	1.409
K06959	6.286	4.888	3.217	0.494	2.492	9.043	9.058	3.847	0.536
K06960	1.374	16.128	39.687	4.579	3.395	16.444	5.481	5.385	3.347
K06961	0	0	0	0	0	0	0	0	0
K06962	0	0	0	0	0	0	1.487	0	0
K06963	0	0	0	0	0	0	0	0	0
K06965	0	0	0	0	0	0.952	0.842	0	0.467
K06966	0.649	4.104	4.075	2.659	5.448	4.064	14.145	1.997	0
K06967	0.798	4.706	0.442	0.337	0	11.901	3.986	0	1.03
K06968	0.649	0	0	0	0.371	0.917	0.328	0.733	0
K06969	5.861	9.784	30.465	43.564	9.602	7.496	16.148	24.529	2.143
K06970	2.096	0	13.751	56.601	9.238	1.86	2.2	16.121	0
K06971	0	0	0	0	0	0.697	0	0.63	0.655
K06972	0.605	3.091	8.628	1.284	0	1.799	7.861	1.154	0
K06973	0.868	5.4	25.657	50.843	114.342	37.342	4.442	50.738	0
K06975	6.974	0	0	0.942	4.633	0.194	4.145	0.176	0
K06976	0	0	0	0	0	0	0	0	0
K06978	0	0	0.58	5.715	29.72	3.199	1.135	16.657	0
K06980	6.318	0	0	0	0	0.491	0.692	0.695	0
K06981	0	0	0	0	0	0	0	0	0
K06982	0	0	0	0	0	0	0	0	0
K06987	0.767	3.196	8.234	0	0.929	13.11	1.526	1.57	0.747
K06988	0	0	0	0	0	0	0	0	0
K06989	0	0	0	0	0	0	0	3.728	0
K06990	0	0	0	0	0	0.911	0.639	0	0
K06993	0	0	0.936	0	0	1.265	0	0.198	0
K06994	0	0	0	0	0	0	0	0	0
K06996	0	0	0	0	0	0	0	0	0
K06997	2.626	7.682	24.865	1.457	8.132	15.475	3.931	13.109	0.78
K06999	3.775	0.387	0	0	0.939	3.291	0	0.864	0
K07000	9.462	0	0	1.413	0	0	0.439	0.635	0
K07001	3.409	3.893	12.394	40.978	16.637	3.397	2.351	21.37	0
K07003	1.069	3.893	14.433	1.022	0.369	13.004	0.566	4.78	1.41
K07004	0	0	0	0	0	0	0	0	0
K07005	0.556	8.389	3.211	0.613	41.098	17.945	6.09	7.529	0
K07006	0	0	0	0	0	0	0.5	0	0
K07007	0	0	0	0	0	0	0	0	0
K07009	0.426	2.516	0.168	0	1.589	13.728	9.388	1.744	0
K07010	0	3.976	0	0.461	0	2.154	9.095	0.674	0.374
K07011	0	1.409	0	1.047	0	0	0	0	0
K07012	3.598	0	1.298	0	0	3.1	2.055	0	0
K07013	0	0	0	0	0	0	0	0	0
K07014	3.949	0	0	0	0	0.239	0	0.461	0
K07015	0.26	15.51	11.91	0	0	14.1	1.205	4.518	0.587
K07016	0	0	0.222	0	0	0	0	0.162	0
K07017	0	0	0	0	0	0	0	8.086	0
K07018	0	0	0	0	0	0	0	0	0
K07019	1.595	0	0	0	0	0	0	1.11	0
K07023	0	1.202	4.782	0.85	0	2.91	6.728	1.299	0
K07025	0.773	16.121	18.503	1.913	8.517	25.575	7.099	9.232	0.385
K07026	4.589	0	0	0	0	0	0	0	0
K07027	11.593	19.939	13.594	8.025	38.299	17.518	13.988	19.303	5.414
K07028	0	0	0	0	0	0	0	0	0
K07029	0	4.257	2.678	0	1.006	0.797	0	0.33	0
K07030	2.634	11.494	21.878	1.557	1.655	17.242	4.577	12.029	1.074
K07031	0	0	0	0	0	0	0	0	0
K07033	0	0	0	0	0	0	0	0	0
K07034	4.795	0	0	0	0	0.302	0	1.81	0
K07035	0.268	2.078	2.092	0	0.748	3.02	1.756	2.136	0
K07037	0	0.279	0.702	5.486	31.646	3.784	1.215	28.911	0
K07038	7.304	0	0.435	1.87	0	0.998	0.573	1.329	0
K07039	2.555	0	0	0.238	0	0	0.615	0	0
K07040	2.856	7.567	9.593	2.531	4.709	7.143	19.901	2.651	0.942
K07041	0	0	0	0	0	0	0	0	0
K07042	4.129	16.311	19.881	0.772	3.15	15.258	8.62	7.261	1.502
K07043	14.57	14.276	24.579	2.919	7.534	23.497	22.808	7.596	1.97
K07045	0.361	5.136	5.425	0	0.184	21.478	3.386	0.857	0
K07046	0	0	0	0	0	0	0	0	0
K07048	1.992	0	0.612	0	0	0.314	0	0.348	0
K07051	0	0	0	0	0	1.49	0	0.277	1.354
K07052	2.325	16.843	16.684	5.348	46.249	45.452	3.585	20.985	3.616
K07053	5.7	0	2.721	0	1.835	10.824	1.398	2.669	0.482
K07054	0	0.237	0	0	0	0	0	0	0
K07055	0	0	0	0	0	0	0	0	0
K07056	7.906	10.116	33.462	18.486	20.281	41.605	10.083	32.436	3.243
K07058	5.74	7.716	20.354	0.406	1.473	5.431	0	6.024	0.619
K07060	0	0	0	0	0	0	0	0	0
K07062	0	0.525	0	0	0.931	0	0.462	1.001	0
K07067	0	0	0	0	0	0	0	0.563	0
K07068	0	0	0	0	0	0	0	0	0
K07069	0	0	0	0	0.933	0	0	0	0
K07070	0.377	0	0	0	0	0	0	0	0
K07071	1.74	0	0	0	0	2.323	0	0	0
K07072	0	0	0	0	0	0	0	0	0
K07074	0	0	0	0	0	0.335	0	0	0
K07075	0.771	0	6.864	5.413	20.524	9.149	0	27.804	0.645
K07078	0	0.864	15.92	52.66	11.064	5.41	5.733	21.998	0
K07079	0.728	0.839	2.338	6.345	32.954	4.198	1.291	17.102	0
K07080	0.317	5.844	2.395	0	2.665	14.626	5.258	1.283	0.393
K07082	5.742	3.649	9.012	2.184	6.89	23.128	16.125	3.1	0
K07084	0	0	0	0	0	0.375	4.161	0	0
K07085	6.008	1.285	53.926	145.437	172.61	41.614	13.075	173.943	1.127
K07088	5.956	13.846	25.502	3.542	4.275	24.639	39.74	15.755	1.825
K07089	4.191	5.558	0.801	0.67	35.679	4.054	0.482	7.534	0.378
K07090	2.754	2.739	12.13	0.265	1.818	4.316	13.279	1.331	1.888
K07091	6.762	0	0	0.652	0.844	0.779	0.539	0.949	0
K07093	0	0	0	0	0	0	0	0	0
K07095	2.75	9.357	36.194	1.63	4.212	20.924	18.651	10.802	2.028
K07096	0	0	0	0	0	0	0	0	0
K07097	0	0	0	0	0	0	0	0	0
K07098	7.355	1.112	8.101	8.107	45.764	26.813	6.315	21.195	0.889
K07099	0	0	0	0	0.904	0.366	3.322	0	0
K07100	0	0	0	0	0	0	0	0	0
K07101	0	0	0	0	0	0	0	0	0.624
K07103	0	0	0	0	0	1.259	0.706	0	0.439
K07104	0	0	0.616	0	0	0	0	0	0
K07105	0	6.778	6.533	0	0	1.437	5.477	2.314	0
K07106	1.379	2.406	15.126	5.748	37.75	29.482	9.483	24.886	1.02
K07107	6.372	5.272	23.511	8.983	40.014	21.712	6.571	31.889	1.808
K07108	0	0	0	0	0	0	0	0	0
K07109	7.578	0	0	0.599	0	0.371	0.774	0.447	0
K07112	10.109	0.23	2.173	0.741	0.356	1.064	0.946	0.387	0
K07113	3.038	0	0	0.62	0	0	0	0.347	0
K07114	0.259	8.807	40.005	89.154	135.58	45.645	18.266	93.396	1.799
K07115	3.409	0	0	0.416	0.144	0	0.448	0	0
K07118	0	0.94	0	0	0	1.054	0	0	0
K07119	0	0	0	0	0	0	0	0	0
K07120	0	0	0	0	0.396	0.285	3.751	0.464	0
K07121	1.87	0	0	0	0	0	0	0	0
K07122	0	0	0	0	0	0	0	1.056	0
K07123	0	0	0	0	0	0	0	0	0
K07124	3.191	7.629	13.086	1.725	2.703	18.637	4.082	3.01	1.221
K07126	5.262	0.422	9.629	3.634	2.251	2.48	2.612	19.427	3.065
K07127	2.336	0	0	0	0	0	0	0	0
K07130	0.461	0	0	0	0	0	0	0	1.169
K07132	0	0	0	0	0	0	0	0.389	0
K07133	29.504	28.548	57.896	15.227	75.048	70.062	52.098	118.529	21.185
K07134	0	0	0	0	0	0	0	0	0
K07135	0	0	0	0	0	0	0	0	0
K07136	4.495	0	0	0	0	0.202	0	0	0
K07137	1.371	4.594	17.549	3.293	7.147	21.838	18.697	5.067	2.855
K07138	0	1.318	0.309	1.187	0.259	0.873	13.862	1.542	0
K07139	12.659	9.875	19.536	6.848	39.911	26.496	15.002	25.303	0.883
K07140	3.135	0	0	0	0	0	0	0.434	0
K07141	0.28	0	2.657	0	1.825	2.598	0.681	1.107	0
K07142	0	0	0	0	0	0	0	0	0
K07144	0	0	0	0	0	0	0	0	0
K07146	4.277	4.921	2.278	0.274	0	0	0	0.282	0
K07147	5.289	0	0	0	0	0	0	0	0
K07148	1.698	0	3.179	15.565	80.39	9.728	3.985	40.032	0
K07149	3.129	0.224	0.413	0	0.841	1.542	1.125	0.491	2.796
K07150	2.973	5.711	1.603	0.367	0	2.789	8.274	1.432	0.385
K07152	0	0	0	0	0	0	0	0	0
K07153	2.55	0	0	0	0	0.257	0	0.326	0
K07154	0.232	2.497	16.349	8.59	39.113	67.073	21.026	23.69	2.588
K07156	5.306	0	0	0	0	0	0.548	0	0
K07159	0	0	0	0	0	0	0	0	0
K07160	2.581	2.168	0.112	0.291	0	0.494	3.813	0	0.302
K07161	0	0	0	0	0	0	0	0	0
K07164	0	0.361	18.049	56.966	59.924	19.883	2.672	53.309	1.686
K07165	1.14	0	0	0	0	0	0	0.201	0
K07166	1.073	9.699	10.829	1.23	1.471	13.143	1.46	2.971	1.393
K07168	0	0	0	0	0	0	0	0	0
K07171	10.836	8.934	52.492	2.124	16.572	26.34	9.575	10.822	1.748
K07172	3.215	1.232	0	0	0	0.237	0	0	0
K07173	7.049	23.371	10.549	4.105	29.642	9.483	12.683	22.159	0.957
K07175	0.631	0.283	1.701	0.861	2.807	0.258	5.186	0.72	0.62
K07177	0	2.518	0	0	0.388	2.559	5.9	0	0
K07178	0	0	0	0	0	0	0	0	0
K07180	1.141	0	0	0	0	0	0	0.182	0
K07182	0	0	0	0	0	0	0	0	0
K07184	5.59	0	0	0.521	0	0.644	0	0.485	0
K07186	0	0	0	0	0	0	0	0	0
K07192	1.913	5.292	10.785	6.685	32.367	15.963	1.327	22.235	0.309
K07213	0	0	0	0	0	0	0	0	0
K07214	6.066	0.716	1.839	0.855	56.243	3.387	2.047	1.912	0.552
K07216	1.609	9.406	4.764	0.438	0.63	1.694	0.749	1.083	3.787
K07217	0.305	0.526	0.916	0	0.518	3.691	0.411	0.483	0
K07219	0	0.753	4.387	0	0	2.036	0	0.479	0
K07220	0.784	5.421	0.883	7.061	31.558	3.507	1.93	16.263	0
K07221	0	0	0.633	3.342	26.15	3.292	0.512	14.059	0
K07222	0	0	0	0	0	0	0	0	0
K07223	0	0	0.152	0	0	0.714	0	0.556	0
K07224	3.985	0.702	0	0	0	0	0	0.142	0
K07225	0	0	0	0	0	0	0	0	0
K07226	0	0	0	0	0	0	0	0	0
K07227	0	0	0	0	0	0	0	0.56	0
K07229	3.226	0	0	0.468	0	0	0.518	0.224	0
K07230	0	0	0	0	0	0	0	0	0
K07231	0	0	0	0	0	0	0	0	0
K07232	0.499	0	0	0.65	0	0.313	0	0.648	0
K07235	14.919	0	1.31	0.758	0	0.313	3.042	0	0
K07236	2.76	0	0	0	0.89	0.82	0	0.531	0
K07237	3.676	0	0	0	0	2.615	0	0.788	0
K07238	4.844	8.161	2.78	1.503	4.832	8.157	9.386	3.118	2.659
K07240	8.55	10.936	58.493	85.729	73.047	25.031	28.254	74.099	9.945
K07243	0	0.37	0	0	0.322	0	0.625	1.686	0
K07245	2.576	0	0	0	0	0.388	0	0.415	0
K07246	0	0	0	0	0	0	3.962	0.148	0
K07248	1.822	0	0	4.778	0	0.075	0.17	0.401	0
K07250	5.158	0	0	0.198	0	2.816	0.503	0.155	0
K07251	1.916	0	0.14	0	0	0.199	0	0.41	0
K07254	0.32	0	0	0	0	1.548	1.451	0	1.667
K07257	0	0	0.314	0	0	0	0	0.153	0
K07258	13.204	12.332	38.912	3.888	5.63	62.211	25.476	9.525	3.685
K07259	3.166	1.669	2.115	0.89	6.327	6.739	6.543	2.735	0
K07260	0.801	1.061	8.731	1.046	0	0.972	0.446	0.203	4.695
K07261	4.485	0	0	0	0	0	0.284	0	0
K07262	4.359	0	0	0	0	0.293	0	0.648	0
K07263	0.774	0	0.861	5.111	31.447	2.872	0.628	14.584	0
K07264	4.077	0	0	0	0	0	0	0	0
K07267	0	0	0	0	0	0	0	0	0
K07269	8.16	0	0	0	0.321	0.311	0	0.281	0
K07270	0	0	0	0.567	0	0	0	0	0
K07271	0	0	18.614	6.396	35.716	5.83	6.667	43.176	2.153
K07272	0	0	0	0	0	0	0	0.703	0
K07273	5.95	9.074	0.972	0.609	4.776	0.582	0	0.341	0
K07274	6.768	0	0	0.55	0	0.298	0	1.66	0
K07275	0	0	0	0	0	0.466	0	0.234	0
K07277	0.81	0	0	1.28	14.272	0.383	3.184	4.28	1.018
K07278	1.285	0	0	0	0	0.259	0	0	0
K07279	1.382	0	0	0	0	0	0	0	0
K07283	1.603	0	0	0	0	0.25	0	0.302	0
K07284	1.54	18.012	34.802	2.154	3.782	13.826	31.161	7.628	22.079
K07285	3.938	0	0	0	0	0	0	0.483	0
K07286	3.834	0	0	0	0	0	0	0.266	0
K07287	2.197	0	0.179	0	0	0.346	0	0.261	0
K07289	2.335	0	0	0	0	0	0	0.177	0
K07290	4.325	0	0	0.239	0	0	0	0.158	0
K07300	0	0	0	0	0	0	0	0	0
K07301	3.839	2.86	13.632	0.906	0.395	15.127	1.142	1.204	0.463
K07302	0	0	0	0	0	0	0	0	0
K07304	3.19	5.896	1.126	0	0.051	0.224	0.292	0.099	0
K07305	0	2.49	0	0	0	0	0	0.149	0.28
K07306	0.819	0	0	0	0	0	0	0	0
K07307	1.071	0	0	0.287	0	0	0	0	0
K07308	2.476	0	0	0	0.496	0.571	0	0	0
K07309	0.079	0	0	0	0	0.36	0	0.641	0
K07310	1.345	0	0	0	0	0	0	0	0
K07311	2.544	0	0	0	0	0	0	0.147	0
K07312	1.835	0	0	0	0	0	0	0	0
K07313	3.092	11.79	0	0.126	0	29.654	0.266	0.431	0.659
K07314	1.733	0	0	0	0.5	0	0.425	0	0
K07315	0	0	0	0	0	0	0	0.75	0
K07316	5.355	0	6.196	0.634	0	7.229	4.321	0.862	4.05
K07317	0	0	0	0	0.516	0	0	0	0
K07318	0	0	0	0	0	0	0	0.656	0.382
K07319	0.67	0	0	0.425	0.92	0.589	0.542	0.69	0
K07320	8.776	0	0	0.608	0	0.086	0	0.077	0
K07321	0	1.315	16.153	0.401	0.626	3.117	1.238	1.454	0.69
K07322	4.154	0	1.755	12.718	65.749	11.193	3.645	28.145	0
K07323	4.194	0	0	0	0	0	0	0.377	0
K07332	0	0	0	0	0	0	0	0	0
K07333	0	0	0	0	0	0	0	0	0
K07334	0	0	0	0	13.798	3.596	0	5.715	0
K07335	0.255	2.175	18.893	0.723	2.949	15.938	0.436	1.854	0.376
K07336	3.996	0	0	0	0	0.48	0	0.566	0
K07337	4.14	0	0	0	0	0	0	0.186	0
K07339	0	0	0	0	0	0	0	0	0
K07340	3.109	0	0	0	0	0	0	0.146	0
K07341	0	0	3.493	1.402	0	0.434	0	0.295	0
K07342	0	0.919	0	0	0	2.552	1.619	0	2.661
K07343	1.958	0	0	0	0	0.211	0	0.286	0
K07344	0	0	0	0	0	0	0	0	0
K07345	0	0.248	0	0	0	0	0	0	0
K07346	1.475	0	0	0	0	0	0	0.319	0
K07347	6.249	0	0	0	0	0.414	0	0	0
K07348	0	0	0	0	0	0	0	0.299	0
K07349	0	0	0	0	0	0	0	0.449	0
K07350	0	0	0	0	0	0	0	0	0
K07351	3.993	0	0	0	0.327	0.311	0	0.555	0
K07352	2.055	0	0	0	0	0	0	0	0
K07353	2.663	0	0	0	0	0	0	0	0
K07354	0.752	0	0	0	0	0	0	0	0
K07355	0.765	0	0	0	0	0	0	0	0
K07356	1.844	0	0	0	0	0	0	0	0
K07357	0	0	0	0	0	0.312	0	0.303	0
K07358	0.56	0	0	0	0	0	0	0	0
K07386	0	2.773	1.787	0.588	1.802	3.382	0	0.648	0
K07387	10.636	0	0.824	1.475	0	0	0	0.676	0
K07388	0	0	0	0	0	0	0	0	0
K07390	0.685	0	0	0	0.285	0.788	0	0.442	0
K07391	2.287	4.845	10.303	35.198	12.087	21.712	13.107	9.271	0.47
K07393	0.7	0	0	0	0	0.511	1.689	0.276	0
K07396	0	0	0	0	0	0	0	0	0
K07397	0	0.44	0	0	0	0.39	0	0.617	0
K07400	6.967	0	0	0.574	0	1.066	0	1.018	0
K07401	0	0	0	0	0	0	0	0	0
K07402	6.874	12.137	30.316	3.069	2.113	8.635	22.569	14.829	1.589
K07403	0	0	0	0	0	0	0	0	0
K07404	1.098	4.178	6.34	0	0.109	1.634	0.94	2.289	0
K07405	0	0	4.143	1.01	57.983	20.922	3.245	5.371	0
K07406	5.449	0	0.994	0	1.386	0.544	0	0.468	0
K07407	1.859	7.22	20.979	10.528	51.368	43.858	7.209	42.617	1.205
K07442	0	0	0	0	0.841	0	0.904	0	0
K07443	1.499	0.232	1.997	0.433	42.098	4.381	0.479	13.947	0
K07444	1.368	14.555	18.355	59.221	1.827	13.652	2.778	22.821	1.26
K07446	0	0	0	0	0	1.553	0.865	0	0.66
K07447	0.891	24.892	26.056	48.644	49.647	14.767	6.659	47.545	2.652
K07448	0.161	0.937	7.627	0.532	0	3.462	0	1.125	0
K07451	0	6.401	0.386	0	0	0.526	2.241	0	0
K07452	0.434	0.324	0	0	0	1.374	0	0.226	0
K07454	0	0	0	0	0.217	0	0	0	0
K07455	0	0	0	0	0	0.768	0.55	0.471	0
K07456	1.233	19.982	19.979	7.42	33.396	16.138	4.792	22.474	0.554
K07457	0	0	0	0	0.339	0	0	0	0
K07458	4.831	1.889	0.846	0.33	0.443	2.725	0.795	2.043	0.365
K07459	0.653	0.894	0	1.125	0	0	7.362	0	0
K07460	9.859	2.646	5.516	8.865	62.574	36.218	18.779	21.71	1.907
K07461	8.518	11.121	9.51	0.808	0	4.137	7.17	4.35	1.034
K07462	1.324	7.972	3.647	1.562	0.353	13.602	9.186	2.546	0.539
K07463	0	0	0	0	0	0	0	0	0
K07464	0	0.343	6.452	8.254	33.422	5.625	2.858	6.091	0
K07466	0	0	0	0	0	0	0	0	0
K07467	0	0	15.728	3.008	0.337	1.71	0.471	0.637	0
K07469	0	1.514	16.794	0.478	2.178	2.472	1.481	1.069	0.267
K07470	3.546	0	0.192	0	0	0.309	0	0.77	0
K07471	2.239	0	0	0	0.666	0.903	0	1.362	0
K07473	24.919	18.403	160.322	9.794	14.437	34.466	20.854	20.404	18.577
K07474	0	0.501	0	18.761	0	0	0.705	0.763	0
K07478	2.419	4.156	15.049	18.477	48.797	25.449	11.747	7.27	1.5
K07479	1.668	0	0.239	0	0	0	0.321	0.464	0
K07480	21.166	0.682	0.919	0.69	0	0.639	0	1.291	0
K07481	0.317	0	1.262	0	0	0.428	0	0.387	3.664
K07482	0	0	0	0	0	0	0.721	0	0
K07483	12.989	5.447	6.759	7.713	74.445	69.501	1.735	13.151	0
K07484	0	8.122	34.263	9.231	3.341	9.102	3.028	14.072	0
K07486	0	0	0	0	0	0	0	0	0
K07488	0	0	0	0	0	0	0	0	3.997
K07490	9.879	0	0	1.713	1.339	1.598	0	0.723	0
K07491	7.416	28.996	29.78	15.841	2.358	15.464	20.651	3.164	0.776
K07492	0	0	0	0	0	0	0	0	0
K07493	0	0.938	4.246	0	0	0.224	1.187	0.481	0
K07495	0	0	0.431	0.281	0	0.311	0	0	0
K07496	4.424	6.259	87.794	0.799	6.938	20.129	13.69	12.447	1.34
K07497	15.687	4.497	6.378	2.64	1.257	0.863	11.682	4.127	2.786
K07498	0	0	2.141	0	0	0	0	0	0
K07502	0	3.36	3.038	0.563	0.741	2.37	0.571	0.324	0.429
K07503	0	1.37	1.475	0	1.694	1.691	6.529	1.208	0
K07506	0	0.233	0	0	0	0	0	0	0
K07507	4.624	1.576	1.758	5.789	30.325	4.293	9.25	27.436	0
K07533	0	3.508	5.353	0.365	0.974	2.045	1.777	0.661	0.235
K07552	0	0	0	0	2.022	0.279	0	0.224	0
K07557	0.454	0	0	0	0	1.133	1.085	0	0.417
K07558	0	0	0	0	0	0	0	0	0
K07559	0	4.124	0	0.517	0	0	0	0.335	0.543
K07560	5.359	17.586	21.487	65.382	61.538	29.533	11.805	49.094	3.166
K07562	0	0	0	0	0	0	0	0	0
K07565	0	0	0	0	0	0	0	0	0
K07566	5.559	9.453	10.516	8.217	33.041	7.862	16.152	31.558	1.695
K07568	5.296	8.774	45.909	62.523	95.868	56.015	17.728	93.32	5.219
K07569	0	0	0	0	0	0	0	0	0
K07570	0	5.13	1.274	0.737	0	0	0.573	0	0
K07571	0.611	3.39	0	0	0	0.537	5.815	0	0
K07573	0	0	0	0	0	0	0	0	0
K07574	3.497	3.663	8.57	2.157	2.16	13.653	15.639	7.006	0
K07576	0.785	0.226	0.743	0	0	0.51	4.495	0.207	0
K07580	0	1.671	0	0	0	2.348	0	0	4.792
K07581	0	0	0	0	0	0	0	0	0
K07583	0	0	0	0	0	0	0	0	0
K07584	0.332	4.906	7.796	0.865	0	14.24	4.746	2.392	0.877
K07585	0	0	0	0	0	0	0	0	0
K07586	0	8.845	1.708	0	0	0	0	0	0
K07588	2.954	0.269	0.836	5.099	77.679	9.571	1.883	33.216	0
K07589	13.319	0	0	0.547	0.285	1.015	0	1.34	0
K07590	0	0	0	0	0	0.668	5.057	0	0
K07591	4.574	0	0	0	0	0	0	0	0
K07592	2.083	0	0	0	0	0	0	0.409	0
K07636	5.685	8.73	16.792	49.467	33.83	17.791	5.301	28.08	1.005
K07637	3.023	0	0	0.281	0.094	0.841	0	0.195	0
K07638	4.434	0	0	0	0	0	0	0.424	0
K07639	1.956	0	0	0	0	0.07	0	0.083	0
K07640	1.064	0	0	0	0	0	0	0.398	0
K07641	0	0	0	0	0.279	0.583	0	0.346	0
K07642	0	0.251	0	0	0	0	3.465	0	0
K07643	4.875	0	0	0	0.066	0.106	0.816	0.393	0
K07644	4.544	0	0	0	0	0	0	0.25	0
K07645	3.836	0	0.156	0	0.209	0.102	0.303	0.398	0
K07646	1.395	1.69	14.445	5.282	28.759	7.33	3.2	16.136	1.815
K07647	4.276	0	0	0.163	0	0.047	0.61	0	0
K07648	3.293	0	0	0.105	0.057	0.09	0.471	0.093	0
K07649	0	0	0	0	0	0	0	0	0
K07650	0	0	0	0	0	0	0	0	0
K07652	1.058	0.524	0.405	0	1.042	1.759	0	0.548	0.952
K07657	0	0	0.539	0.943	0	0	0	0	0
K07658	0	5.557	15.972	2.787	7.463	9.176	12.451	4.941	0.693
K07659	2.373	0	0	0	0	0	0	0	0
K07660	3.429	0	0	0.314	0	0	0	0	0
K07661	3.085	0	0	0	0	0.263	0	0.239	0
K07662	1.775	0	0	0	0	0.323	0	0.585	0
K07663	3.317	0	0	0	0	0	0	0.552	0
